,strategy,pocket,PocketVec distance
27522,AF2-PD,Q15046_PF00152_222_574_fpocket_11,0.2376
27523,PDB-PD,P49753_PF08840_265_474_fpocket_6,0.2376
27524,AF2-PD,Q9NTJ4_PF09261_517_614_fpocket_4,0.2376
27525,AF2-PD,P28698_PF00096_709_731_fpocket_1,0.2376
27526,AF2-PD,P62256_PF00179_9_145_fpocket_1,0.2376
27527,AF2-PD,P69849_PF17802_871_929_fpocket_1,0.2376
27528,AF2-PD,Q5H9U9_PF00270_745_908_fpocket_3,0.2376
27529,AF2-PD,Q15067_PF14749_15_133_fpocket_9,0.2376
27530,AF2-PD,Q9UK58_PF02984_200_312_fpocket_1,0.2376
27531,AF2-PD,O94810_PF00615_303_417_fpocket_1,0.2376
27532,AF2-PD,P15311_PF00373_88_206_fpocket_5,0.2376
27533,AF2-PD,Q9Y587_PF01217_1_142_fpocket_2,0.2376
27534,AF2-PD,P49221_PF00927_587_684_fpocket_3,0.2376
27535,AF2-PD,P05165_PF18140_525_653_fpocket_4,0.2376
27536,AF2-PD,O14763_PF00020_139_178_fpocket_1,0.2376
27537,AF2-PD,Q8IZH2_PF18129_1101_1171_fpocket_4,0.2376
27538,PDB-PD,P27918_PF00090_81_133_fpocket_2,0.2376
27539,AF2-PD,O75881_PF00067_46_500_fpocket_3,0.2376
27540,PDB-LIG,Q8N423_PF13895_28_118_pocket_0,0.2376
27541,AF2-PD,P33151_PF00028_377_470_fpocket_1,0.2376
27542,PDB-PD,Q6P4R8_PF14465_379_478_fpocket_5,0.2376
27543,AF2-PD,Q9UPX0_PF13927_138_212_fpocket_1,0.2376
27544,AF2-PD,Q6UWL6_PF13927_311_378_fpocket_1,0.2376
27545,AF2-PD,P17022_PF02023_37_125_fpocket_1,0.2376
27546,AF2-PD,P26639_PF02824_83_143_fpocket_3,0.2376
27547,AF2-PD,O75970_PF00595_700_784_fpocket_1,0.2376
27548,PDB-PD,Q15029_PF00009_127_440_fpocket_2,0.2376
27549,AF2-PD,Q8WUN7_PF16455_28_132_fpocket_1,0.2376
27550,PDB-PD,O43278_PF00014_390_442_fpocket_2,0.2376
27551,AF2-PD,A6NGC4_PF03798_38_223_fpocket_5,0.2376
27552,AF2-PD,Q30KQ7_PF13841_34_62_fpocket_2,0.2376
27553,AF2-PD,Q04656_PF00403_11_72_fpocket_1,0.2376
27554,AF2-PD,Q92608_PF07653_12_66_fpocket_1,0.2376
27555,AF2-PD,P07357_PF00090_540_584_fpocket_2,0.2376
27556,AF2-PD,A6NF34_PF05587_249_350_fpocket_2,0.2376
27557,PDB-PD,Q12879_PF10613_404_541_fpocket_4,0.2376
27558,AF2-PD,P31949_PF00036_59_87_fpocket_1,0.2376
27559,PDB-PD,Q8WUM4_PF03097_4_378_fpocket_3,0.2376
27560,AF2-PD,Q3C1V8_PF00046_111_167_fpocket_3,0.2376
27561,AF2-PD,Q9UN81_PF17490_255_319_fpocket_1,0.2376
27562,AF2-LIG,Q15661_PF00089_31_267_pocket_0,0.2376
27563,PDB-PD,P55809_PF01144_43_272_fpocket_6,0.2376
27564,AF2-PD,Q03112_PF00096_940_963_fpocket_1,0.2376
27565,AF2-PD,Q9Y5E2_PF00028_353_442_fpocket_3,0.2376
27566,AF2-PD,P05107_PF00362_122_367_fpocket_3,0.2376
27567,AF2-PD,P01024_PF07677_1396_1494_fpocket_2,0.2376
27568,AF2-PD,Q5JWF2_PF00503_663_1026_fpocket_13,0.2376
27569,AF2-PD,Q9NPG4_PF00028_612_694_fpocket_2,0.2376
27570,AF2-PD,Q9H8H0_PF08168_200_243_fpocket_2,0.2376
27571,AF2-PD,P98170_PF00653_166_231_fpocket_1,0.2376
27572,PDB-PD,O00212_PF00071_19_192_fpocket_7,0.2376
27573,AF2-PD,Q9Y662_PF00685_137_384_fpocket_1,0.2376
27574,PDB-PD,P10635_PF00067_34_494_fpocket_33,0.2376
27575,AF2-PD,Q5T0D9_PF12456_62_168_fpocket_9,0.2376
27576,AF2-PD,Q9H239_PF00413_129_284_fpocket_1,0.2376
27577,AF2-PD,P01705_PF07686_24_113_fpocket_2,0.2376
27578,PDB-PD,Q8N960_PF00168_9_114_fpocket_10,0.2376
27579,PDB-PD,Q92882_PF00018_18_63_fpocket_2,0.2376
27580,PDB-PD,Q9Y6W8_PF15910_23_134_fpocket_2,0.2376
27581,PDB-PD,O00187_PF00084_366_430_fpocket_1,0.2376
27582,AF2-PD,P19961_PF00128_52_348_fpocket_9,0.2376
27583,PDB-PD,Q9NWS0_PF18201_211_286_fpocket_1,0.2376
27584,PDB-PD,P09919_PF16647_51_202_fpocket_2,0.2376
27585,AF2-PD,Q14554_PF00085_277_381_fpocket_3,0.2376
27586,AF2-PD,P41182_PF00096_546_568_fpocket_1,0.2376
27587,PDB-PD,P52803_PF00812_27_158_fpocket_1,0.2376
27588,AF2-PD,Q8IW19_PF17913_8_101_fpocket_1,0.2376
27589,AF2-PD,Q13151_PF00076_9_78_fpocket_2,0.2376
27590,AF2-PD,Q07889_PF00618_600_717_fpocket_6,0.2376
27591,AF2-PD,P19883_PF07648_269_316_fpocket_1,0.2376
27592,AF2-PD,Q9UMQ6_PF01067_395_539_fpocket_5,0.2376
27593,AF2-PD,Q9UIK4_PF00069_23_285_fpocket_9,0.2376
27594,PDB-PD,Q14195_PF01979_64_453_fpocket_11,0.2376
27595,PDB-PD,Q9NTZ6_PF00076_547_614_fpocket_2,0.2376
27596,PDB-PD,Q16775_PF00753_57_140_fpocket_1,0.2376
27597,AF2-PD,Q68DX3_PF00595_1079_1164_fpocket_6,0.2376
27598,PDB-PD,Q14160_PF00595_728_812_fpocket_4,0.2376
27599,AF2-PD,P0DP72_PF13927_500_581_fpocket_5,0.2376
27600,AF2-PD,P02748_PF00090_46_94_fpocket_1,0.2376
27601,AF2-PD,Q86W28_PF17776_508_624_fpocket_12,0.2376
27602,AF2-PD,Q9BZJ3_PF00089_38_241_fpocket_12,0.2376
27603,AF2-LIG,O00214_PF00337_18_151_pocket_0,0.2376
27604,AF2-PD,Q9H9Y6_PF00562_670_1031_fpocket_19,0.2376
27605,AF2-PD,P29597_PF18377_141_266_fpocket_1,0.2376
27606,AF2-PD,Q56P42_PF02758_10_86_fpocket_6,0.2376
27607,AF2-PD,P51617_PF00069_212_517_fpocket_6,0.2377
27608,AF2-PD,Q13547_PF00850_28_319_fpocket_16,0.2377
27609,PDB-PD,Q15029_PF03144_489_566_fpocket_1,0.2377
27610,PDB-PD,Q6P2Q9_PF12134_1760_1989_fpocket_3,0.2377
27611,AF2-PD,Q9Y5G8_PF00028_247_338_fpocket_2,0.2377
27612,PDB-PD,Q9H0M0_PF00397_383_412_fpocket_1,0.2377
27613,AF2-PD,P26583_PF00505_95_163_fpocket_1,0.2377
27614,AF2-PD,Q99578_PF00071_22_183_fpocket_1,0.2377
27615,PDB-PD,P51668_PF00179_5_142_fpocket_3,0.2377
27616,PDB-PD,P53420_PF01413_1466_1571_fpocket_2,0.2377
27617,PDB-PD,O14558_PF00011_66_158_fpocket_6,0.2377
27618,PDB-PD,P45844_PF00005_101_245_fpocket_14,0.2377
27619,AF2-PD,Q15746_PF07679_1238_1327_fpocket_3,0.2377
27620,AF2-PD,Q86VF7_PF00412_6_61_fpocket_2,0.2377
27621,AF2-PD,P42226_PF02864_277_413_fpocket_2,0.2377
27622,AF2-PD,Q9H4E5_PF00071_23_196_fpocket_2,0.2377
27623,AF2-PD,Q6ZUI0_PF12456_65_171_fpocket_5,0.2377
27624,PDB-PD,Q8WX93_PF07679_1001_1092_fpocket_1,0.2377
27625,AF2-PD,Q96EY8_PF01923_58_227_fpocket_2,0.2377
27626,AF2-PD,Q14574_PF00028_476_568_fpocket_8,0.2377
27627,AF2-PD,Q9P0T4_PF00096_147_167_fpocket_2,0.2377
27628,PDB-PD,O95602_PF04997_9_357_fpocket_7,0.2377
27629,AF2-PD,Q9H252_PF00027_612_697_fpocket_5,0.2377
27630,AF2-PD,O43508_PF00229_131_248_fpocket_7,0.2377
27631,PDB-PD,P07949_PF00028_172_262_fpocket_3,0.2377
27632,AF2-PD,Q9BTC0_PF07744_1047_1197_fpocket_1,0.2377
27633,PDB-PD,O95833_PF13417_18_90_fpocket_3,0.2377
27634,AF2-PD,Q9BS34_PF00096_225_247_fpocket_1,0.2377
27635,AF2-PD,Q5T5D7_PF00096_215_237_fpocket_1,0.2377
27636,AF2-PD,P20023_PF00084_719_779_fpocket_5,0.2377
27637,PDB-PD,P11766_PF00107_202_334_fpocket_3,0.2377
27638,AF2-PD,Q8IVV2_PF01477_1554_1664_fpocket_1,0.2377
27639,AF2-LIG,P22102_PF00551_808_988_pocket_0,0.2377
27640,AF2-PD,O75146_PF07651_30_299_fpocket_11,0.2377
27641,AF2-PD,Q4KMG0_PF13927_28_101_fpocket_3,0.2377
27642,AF2-PD,Q13546_PF00531_584_669_fpocket_4,0.2377
27643,AF2-PD,P16050_PF01477_4_107_fpocket_8,0.2377
27644,AF2-PD,Q9NRJ7_PF00028_456_552_fpocket_2,0.2377
27645,AF2-PD,P41226_PF00899_415_912_fpocket_32,0.2377
27646,AF2-PD,Q9ULM2_PF00096_222_244_fpocket_1,0.2377
27647,AF2-PD,Q96AX9_PF13920_965_1008_fpocket_1,0.2377
27648,PDB-PD,P43378_PF00102_327_573_fpocket_1,0.2377
27649,AF2-PD,Q9H553_PF13439_26_206_fpocket_12,0.2377
27650,PDB-LIG,P43405_PF07714_371_626_pocket_1,0.2377
27651,AF2-PD,Q9H9V9_PF02373_222_330_fpocket_4,0.2377
27652,AF2-PD,A7KAX9_PF14604_266_317_fpocket_1,0.2377
27653,AF2-PD,Q86UW7_PF00169_488_590_fpocket_2,0.2377
27654,AF2-PD,Q9NQ79_PF07645_559_605_fpocket_1,0.2377
27655,PDB-LIG,Q13523_PF00069_687_1003_pocket_1,0.2377
27656,AF2-PD,Q7Z3G6_PF06297_35_119_fpocket_7,0.2377
27657,PDB-PD,P42262_PF10613_414_529_fpocket_3,0.2377
27658,AF2-PD,Q96RT8_PF04130_716_1018_fpocket_5,0.2377
27659,AF2-PD,O75367_PF00125_2_88_fpocket_2,0.2377
27660,AF2-PD,P52333_PF17887_273_357_fpocket_3,0.2377
27661,AF2-PD,Q9UPN9_PF00439_966_1051_fpocket_4,0.2377
27662,AF2-PD,Q3ZCN5_PF08742_1126_1193_fpocket_4,0.2377
27663,AF2-PD,Q8N972_PF00096_308_330_fpocket_2,0.2377
27664,AF2-PD,P15090_PF00061_6_132_fpocket_5,0.2377
27665,AF2-PD,P31483_PF00076_108_178_fpocket_1,0.2377
27666,AF2-PD,Q7Z5Q1_PF16366_513_576_fpocket_4,0.2377
27667,AF2-PD,P48742_PF00412_63_122_fpocket_2,0.2377
27668,AF2-PD,P33316_PF00692_121_250_fpocket_6,0.2377
27669,PDB-PD,P02746_PF00386_123_247_fpocket_1,0.2377
27670,AF2-PD,P36957_PF00198_220_451_fpocket_6,0.2377
27671,AF2-PD,Q9H0I9_PF02779_317_482_fpocket_1,0.2377
27672,AF2-PD,Q15650_PF04266_437_551_fpocket_4,0.2377
27673,AF2-PD,Q16821_PF03370_122_230_fpocket_2,0.2377
27674,AF2-PD,O43895_PF16188_584_648_fpocket_3,0.2377
27675,PDB-LIG,P27487_PF00326_559_765_pocket_0,0.2377
27676,AF2-PD,Q07108_PF00059_102_196_fpocket_6,0.2377
27677,PDB-LIG,P54760_PF07714_615_874_pocket_0,0.2377
27678,AF2-PD,Q6ZN17_PF00313_30_102_fpocket_2,0.2377
27679,AF2-PD,P35609_PF00307_38_143_fpocket_4,0.2377
27680,AF2-PD,Q6UWM5_PF00188_38_171_fpocket_1,0.2377
27681,AF2-PD,O14771_PF00096_401_423_fpocket_1,0.2377
27682,AF2-PD,Q8IZR5_PF01284_49_170_fpocket_1,0.2377
27683,PDB-PD,P29353_PF00640_162_318_fpocket_3,0.2377
27684,AF2-PD,Q6BCY4_PF00970_19_126_fpocket_2,0.2377
27685,AF2-PD,P08603_PF00084_1109_1163_fpocket_3,0.2377
27686,AF2-PD,P17693_PF07654_211_290_fpocket_1,0.2377
27687,PDB-PD,P06734_PF00059_180_284_fpocket_3,0.2377
27688,AF2-PD,Q00341_PF00013_581_645_fpocket_4,0.2377
27689,AF2-LIG,Q5FWF5_PF13880_763_831_pocket_0,0.2377
27690,AF2-PD,Q92667_PF00567_704_828_fpocket_7,0.2377
27691,AF2-PD,Q9H158_PF00028_450_546_fpocket_5,0.2377
27692,AF2-PD,Q92637_PF13927_23_87_fpocket_2,0.2377
27693,AF2-PD,Q13404_PF00179_16_144_fpocket_2,0.2377
27694,PDB-PD,Q8IYS5_PF13895_32_123_fpocket_2,0.2377
27695,AF2-PD,Q96JL9_PF00096_562_584_fpocket_1,0.2377
27696,AF2-PD,Q86XN6_PF00096_634_656_fpocket_1,0.2377
27697,AF2-PD,P78364_PF00536_938_1002_fpocket_4,0.2377
27698,PDB-PD,Q96JN8_PF07177_44_206_fpocket_9,0.2377
27699,AF2-PD,P07225_PF00008_121_153_fpocket_1,0.2377
27700,AF2-PD,P83916_PF00385_21_70_fpocket_1,0.2378
27701,AF2-PD,P16403_PF00538_37_108_fpocket_2,0.2378
27702,PDB-LIG,Q460N5_PF01661_1032_1148_pocket_1,0.2378
27703,PDB-PD,Q14191_PF00570_1153_1219_fpocket_3,0.2378
27704,AF2-PD,P28698_PF02023_40_129_fpocket_2,0.2378
27705,AF2-PD,P31948_PF17830_130_184_fpocket_2,0.2378
27706,PDB-PD,P0DUB6_PF00128_52_348_fpocket_1,0.2378
27707,AF2-PD,O94832_PF06017_803_1001_fpocket_2,0.2378
27708,PDB-PD,P09172_PF03712_360_516_fpocket_6,0.2378
27709,AF2-PD,Q6UY14_PF19030_727_783_fpocket_1,0.2378
27710,PDB-PD,P30414_PF00160_10_175_fpocket_4,0.2378
27711,AF2-PD,Q86UT5_PF00595_224_298_fpocket_1,0.2378
27712,AF2-PD,O60443_PF17708_279_468_fpocket_17,0.2378
27713,AF2-LIG,P29017_PF16497_1_199_pocket_3,0.2378
27714,AF2-PD,P07942_PF00053_1084_1131_fpocket_2,0.2378
27715,AF2-PD,O94806_PF00069_577_832_fpocket_14,0.2378
27716,AF2-PD,Q96EF0_PF06602_109_448_fpocket_19,0.2378
27717,AF2-PD,Q13418_PF07714_193_446_fpocket_20,0.2378
27718,AF2-LIG,P23467_PF00102_1727_1962_pocket_0,0.2378
27719,AF2-PD,Q16825_PF09379_27_90_fpocket_4,0.2378
27720,AF2-PD,Q92543_PF00787_569_659_fpocket_7,0.2378
27721,AF2-PD,O60330_PF00028_457_553_fpocket_2,0.2378
27722,AF2-PD,Q96DN0_PF13848_64_251_fpocket_2,0.2378
27723,AF2-PD,Q12974_PF00102_10_149_fpocket_2,0.2378
27724,AF2-PD,Q96FS4_PF00595_687_759_fpocket_3,0.2378
27725,PDB-LIG,Q9Y2R4_PF00270_189_363_pocket_0,0.2378
27726,AF2-PD,P49116_PF00105_115_184_fpocket_1,0.2378
27727,AF2-PD,P13378_PF00046_198_254_fpocket_1,0.2378
27728,AF2-PD,P49327_PF00109_1_239_fpocket_13,0.2378
27729,AF2-PD,Q9UNE7_PF04564_227_299_fpocket_5,0.2378
27730,AF2-PD,Q16587_PF00096_276_298_fpocket_1,0.2378
27731,AF2-PD,Q9Y6N7_PF13927_67_151_fpocket_1,0.2378
27732,AF2-PD,Q8TDB6_PF18102_607_739_fpocket_1,0.2378
27733,AF2-PD,Q8J025_PF14921_284_473_fpocket_1,0.2378
27734,PDB-PD,P12271_PF03765_16_116_fpocket_3,0.2378
27735,AF2-PD,A5D8T8_PF00188_52_182_fpocket_4,0.2378
27736,AF2-PD,Q9UL59_PF00096_358_380_fpocket_1,0.2378
27737,PDB-PD,P55072_PF00004_241_371_fpocket_1,0.2378
27738,AF2-PD,Q86YE8_PF00096_218_240_fpocket_2,0.2378
27739,AF2-PD,Q14CM0_PF00373_294_424_fpocket_9,0.2378
27740,PDB-PD,Q96EF0_PF06602_109_448_fpocket_5,0.2378
27741,PDB-PD,Q9NQW6_PF00169_984_1107_fpocket_3,0.2378
27742,PDB-PD,P43628_PF00047_32_115_fpocket_1,0.2378
27743,AF2-PD,Q01082_PF00435_1169_1272_fpocket_3,0.2378
27744,AF2-PD,P23743_PF14513_4_91_fpocket_1,0.2378
27745,PDB-PD,Q9Y2H6_PF00041_667_747_fpocket_1,0.2378
27746,PDB-PD,O95831_PF14721_465_594_fpocket_7,0.2378
27747,AF2-PD,Q8IY18_PF02463_52_1070_fpocket_4,0.2378
27748,PDB-PD,P08069_PF07714_999_1266_fpocket_1,0.2378
27749,AF2-PD,Q14031_PF01413_1468_1573_fpocket_1,0.2378
27750,PDB-PD,Q96HN2_PF00670_370_531_fpocket_5,0.2378
27751,PDB-PD,O75936_PF06155_9_92_fpocket_7,0.2378
27752,PDB-LIG,Q6UWY2_PF00089_34_258_pocket_0,0.2378
27753,PDB-LIG,P30519_PF01126_31_236_pocket_0,0.2378
27754,AF2-PD,P0C7P4_PF00355_161_273_fpocket_6,0.2378
27755,AF2-PD,P51178_PF09279_204_289_fpocket_4,0.2378
27756,PDB-LIG,P22455_PF07714_467_743_pocket_1,0.2378
27757,PDB-PD,P14410_PF00088_63_109_fpocket_1,0.2378
27758,PDB-PD,O14920_PF12179_706_742_fpocket_1,0.2378
27759,AF2-PD,Q0ZGT2_PF07679_582_671_fpocket_1,0.2378
27760,PDB-PD,O75891_PF00551_1_180_fpocket_8,0.2378
27761,PDB-PD,P40424_PF00046_234_293_fpocket_1,0.2378
27762,AF2-PD,P53420_PF01413_1574_1688_fpocket_3,0.2378
27763,AF2-PD,Q8IX30_PF12947_33_68_fpocket_1,0.2378
27764,AF2-PD,Q9UQR0_PF12140_356_465_fpocket_7,0.2378
27765,AF2-PD,P10253_PF13802_254_320_fpocket_3,0.2378
27766,PDB-PD,P78556_PF00048_30_89_fpocket_7,0.2378
27767,AF2-PD,Q6PK81_PF00096_415_437_fpocket_1,0.2378
27768,AF2-PD,P04155_PF00088_31_71_fpocket_2,0.2378
27769,PDB-PD,P51687_PF00173_86_161_fpocket_1,0.2378
27770,AF2-LIG,Q93091_PF00074_29_147_pocket_0,0.2378
27771,PDB-PD,O75390_PF00285_71_450_fpocket_14,0.2378
27772,AF2-PD,O43623_PF00096_213_235_fpocket_1,0.2378
27773,AF2-PD,P79483_PF07654_128_209_fpocket_4,0.2378
27774,AF2-PD,Q7Z410_PF00089_827_1053_fpocket_3,0.2378
27775,AF2-PD,P40937_PF08542_242_328_fpocket_1,0.2378
27776,AF2-PD,P62633_PF00098_96_113_fpocket_1,0.2378
27777,AF2-PD,Q9H845_PF02770_177_278_fpocket_1,0.2378
27778,AF2-PD,C9J798_PF00168_133_234_fpocket_1,0.2378
27779,AF2-PD,O75891_PF02911_204_310_fpocket_4,0.2378
27780,PDB-PD,P01848_PF09291_6_90_fpocket_4,0.2378
27781,AF2-PD,Q07687_PF00046_153_209_fpocket_3,0.2378
27782,PDB-PD,P51687_PF00173_86_161_fpocket_3,0.2378
27783,AF2-PD,Q9HBZ2_PF00010_64_117_fpocket_1,0.2378
27784,PDB-PD,Q96LB8_PF01510_230_359_fpocket_2,0.2378
27785,AF2-PD,Q9UKV5_PF18442_574_600_fpocket_2,0.2378
27786,AF2-PD,P33993_PF17207_148_281_fpocket_11,0.2378
27787,AF2-PD,Q13698_PF08763_1464_1538_fpocket_8,0.2378
27788,PDB-PD,P19387_PF01193_20_256_fpocket_20,0.2378
27789,PDB-PD,P00747_PF00051_481_560_fpocket_1,0.2378
27790,AF2-PD,Q6DKI2_PF00337_227_356_fpocket_3,0.2378
27791,PDB-PD,Q9UBX2_PF00046_95_149_fpocket_4,0.2378
27792,AF2-PD,Q4ZHG4_PF00041_261_347_fpocket_4,0.2378
27793,AF2-PD,Q9BYV2_PF13923_25_60_fpocket_1,0.2378
27794,AF2-PD,Q86YT9_PF07686_25_136_fpocket_2,0.2378
27795,AF2-PD,Q9Y243_PF00069_148_405_fpocket_3,0.2378
27796,AF2-PD,A7E2Y1_PF00063_128_815_fpocket_55,0.2378
27797,AF2-PD,Q7Z6E9_PF08783_4_76_fpocket_2,0.2378
27798,AF2-PD,Q14549_PF00046_262_318_fpocket_2,0.2378
27799,AF2-PD,Q9UBP0_PF17862_533_587_fpocket_3,0.2379
27800,AF2-PD,Q9Y5H5_PF00028_138_233_fpocket_4,0.2379
27801,AF2-PD,Q14168_PF07653_253_315_fpocket_2,0.2379
27802,AF2-PD,P04424_PF14698_368_435_fpocket_4,0.2379
27803,AF2-PD,P15172_PF00010_110_161_fpocket_3,0.2379
27804,AF2-PD,P10635_PF00067_34_494_fpocket_24,0.2379
27805,AF2-PD,Q9Y5H7_PF00028_459_555_fpocket_1,0.2379
27806,AF2-PD,Q9NUX5_PF02765_11_141_fpocket_6,0.2379
27807,AF2-PD,P83110_PF13180_356_448_fpocket_5,0.2379
27808,AF2-PD,P51858_PF00855_13_94_fpocket_1,0.2379
27809,AF2-PD,P22676_PF13499_18_92_fpocket_7,0.2379
27810,PDB-PD,Q9NWM3_PF02845_47_88_fpocket_2,0.2379
27811,AF2-PD,Q9NX07_PF00076_5_75_fpocket_2,0.2379
27812,AF2-PD,Q96LB9_PF01510_46_181_fpocket_3,0.2379
27813,AF2-PD,Q9Y3Q0_PF04253_617_737_fpocket_14,0.2379
27814,AF2-PD,Q5T4T6_PF18584_292_403_fpocket_3,0.2379
27815,AF2-PD,Q8TDZ2_PF00307_508_613_fpocket_4,0.2379
27816,PDB-PD,Q9ULT6_PF18212_101_208_fpocket_2,0.2379
27817,AF2-PD,P14679_PF00264_170_403_fpocket_5,0.2379
27818,PDB-LIG,Q86U86_PF00439_186_275_pocket_0,0.2379
27819,PDB-PD,P0C0L5_PF17791_235_323_fpocket_2,0.2379
27820,AF2-PD,P0DTU4_PF07686_25_136_fpocket_3,0.2379
27821,PDB-PD,O14522_PF00102_912_1142_fpocket_4,0.2379
27822,PDB-PD,P98161_PF00801_275_346_fpocket_3,0.2379
27823,AF2-PD,Q14994_PF00104_157_338_fpocket_2,0.2379
27824,AF2-PD,Q53S08_PF00071_15_175_fpocket_6,0.2379
27825,AF2-LIG,Q92630_PF00069_222_535_pocket_0,0.2379
27826,PDB-PD,Q9Y663_PF00685_152_399_fpocket_1,0.2379
27827,PDB-PD,Q8TDY4_PF01412_426_544_fpocket_7,0.2379
27828,AF2-PD,A9Z1Z3_PF00168_1249_1352_fpocket_2,0.2379
27829,AF2-PD,Q5SZQ8_PF00076_9_78_fpocket_2,0.2379
27830,AF2-PD,Q9NZ45_PF09360_33_88_fpocket_1,0.2379
27831,AF2-PD,Q07075_PF01433_321_538_fpocket_2,0.2379
27832,AF2-PD,Q58EX2_PF00041_1725_1811_fpocket_1,0.2379
27833,AF2-PD,Q5SZQ8_PF00076_97_165_fpocket_1,0.2379
27834,AF2-PD,Q49AN0_PF03441_305_505_fpocket_11,0.2379
27835,PDB-PD,Q99259_PF00282_144_518_fpocket_8,0.2379
27836,AF2-PD,P28161_PF00043_104_192_fpocket_2,0.2379
27837,AF2-PD,Q9HCM4_PF00373_125_235_fpocket_4,0.2379
27838,AF2-PD,Q96BR9_PF00651_14_122_fpocket_2,0.2379
27839,PDB-PD,P02751_PF00039_141_179_fpocket_1,0.2379
27840,PDB-PD,Q99633_PF08799_84_112_fpocket_3,0.2379
27841,AF2-PD,Q8TAP4_PF00412_13_71_fpocket_2,0.2379
27842,AF2-PD,P48357_PF06328_329_420_fpocket_8,0.2379
27843,AF2-PD,P17024_PF13912_395_420_fpocket_2,0.2379
27844,PDB-PD,P57730_PF00619_3_90_fpocket_1,0.2379
27845,AF2-PD,Q15776_PF00096_322_344_fpocket_1,0.2379
27846,AF2-PD,Q9UPX8_PF07653_151_204_fpocket_1,0.2379
27847,AF2-PD,Q9UBV8_PF13499_116_181_fpocket_6,0.2379
27848,PDB-PD,O14640_PF00595_251_336_fpocket_1,0.2379
27849,AF2-PD,Q86U06_PF00076_265_335_fpocket_3,0.2379
27850,AF2-PD,P32455_PF02841_284_580_fpocket_26,0.2379
27851,AF2-PD,Q12774_PF00621_1178_1356_fpocket_2,0.2379
27852,AF2-PD,Q9HCH5_PF00168_643_755_fpocket_2,0.2379
27853,AF2-PD,Q9UC07_PF00096_444_468_fpocket_1,0.2379
27854,AF2-PD,Q2VPA4_PF00084_289_345_fpocket_1,0.2379
27855,AF2-LIG,P16152_PF00106_6_152_pocket_0,0.2379
27856,AF2-PD,P11844_PF00030_89_170_fpocket_2,0.2379
27857,AF2-PD,Q6ZQN5_PF00250_101_187_fpocket_4,0.2379
27858,PDB-PD,P61006_PF00071_10_171_fpocket_12,0.2379
27859,PDB-PD,Q13188_PF00069_27_278_fpocket_13,0.2379
27860,AF2-PD,P51116_PF18336_14_62_fpocket_2,0.2379
27861,AF2-PD,O60506_PF18360_34_103_fpocket_1,0.2379
27862,AF2-PD,O14917_PF00028_137_234_fpocket_4,0.2379
27863,PDB-PD,Q15118_PF02518_268_393_fpocket_13,0.2379
27864,AF2-PD,Q15633_PF00035_160_225_fpocket_2,0.2379
27865,PDB-PD,P07814_PF00458_753_805_fpocket_1,0.2379
27866,AF2-PD,P35247_PF00059_271_375_fpocket_1,0.2379
27867,AF2-PD,Q6UVJ0_PF16531_44_141_fpocket_1,0.2379
27868,PDB-PD,O75398_PF01753_504_540_fpocket_4,0.2379
27869,AF2-PD,Q9NSI6_PF00439_1166_1252_fpocket_1,0.2379
27870,PDB-PD,O14531_PF01979_64_453_fpocket_2,0.2379
27871,AF2-PD,O60701_PF03721_5_195_fpocket_7,0.2379
27872,PDB-PD,O14936_PF02828_406_457_fpocket_1,0.2379
27873,AF2-PD,O75608_PF02230_8_226_fpocket_9,0.2379
27874,AF2-PD,P15622_PF00096_451_473_fpocket_1,0.2379
27875,AF2-PD,Q9ULD6_PF19032_514_633_fpocket_4,0.2379
27876,PDB-PD,P49959_PF00149_13_249_fpocket_7,0.2379
27877,AF2-PD,P15621_PF13912_636_661_fpocket_2,0.2379
27878,AF2-PD,Q14002_PF13927_147_220_fpocket_3,0.2379
27879,AF2-PD,Q9H0Z9_PF00076_36_103_fpocket_1,0.2379
27880,PDB-PD,Q9H9G7_PF16487_430_512_fpocket_2,0.2379
27881,PDB-PD,Q9P2T1_PF00478_9_341_fpocket_15,0.2379
27882,AF2-PD,Q9NZS9_PF00536_180_247_fpocket_4,0.2379
27883,PDB-PD,P07686_PF00728_200_517_fpocket_3,0.2379
27884,PDB-PD,Q8IYK8_PF00071_116_279_fpocket_1,0.2379
27885,PDB-PD,O43172_PF08799_108_136_fpocket_2,0.2379
27886,PDB-PD,Q15648_PF10744_59_426_fpocket_27,0.238
27887,PDB-PD,Q5T1C6_PF03061_148_223_fpocket_1,0.238
27888,AF2-PD,Q92520_PF15711_102_190_fpocket_1,0.238
27889,AF2-PD,Q9BT40_PF03372_19_311_fpocket_3,0.238
27890,AF2-PD,Q9Y5S2_PF00130_1026_1077_fpocket_1,0.238
27891,AF2-PD,P55290_PF00028_483_576_fpocket_1,0.238
27892,AF2-PD,P40337_PF17211_156_204_fpocket_2,0.238
27893,AF2-PD,P49795_PF00615_90_205_fpocket_9,0.238
27894,AF2-PD,P54098_PF18136_121_414_fpocket_5,0.238
27895,AF2-PD,P52746_PF00096_1565_1587_fpocket_2,0.238
27896,AF2-PD,P42263_PF10613_423_538_fpocket_2,0.238
27897,AF2-PD,Q3MIS6_PF00096_325_347_fpocket_1,0.238
27898,PDB-PD,P35659_PF08766_320_374_fpocket_4,0.238
27899,AF2-PD,Q9H2A3_PF00010_113_165_fpocket_1,0.238
27900,PDB-PD,P04141_PF01109_18_139_fpocket_9,0.238
