	domain	reference	fpocket	drug score	prank rescore	buriedness
8393	Q13464_PF00069_76_338	3V8S_A	fpocket20	0.002	32.6686	22
8394	Q13464_PF00069_76_338	3V8S_A	fpocket10	0.076	14.1609	24
8395	Q13467_PF01392_33_140	6O39_C	fpocket1	0.778	5.8371	13
8396	Q13467_PF01392_33_140	6O39_C	fpocket4	0.067	4.5889	15
8397	Q13469_PF00554_410_570	1P7H_L	fpocket3	0.006	6.0982	15
8398	Q13469_PF00554_410_570	1P7H_L	fpocket6	0.005	4.8943	15
8399	Q13469_PF16179_579_679	1P7H_L	fpocket1	0.163	3.294	16
8400	Q13469_PF16179_579_679	1P7H_L	fpocket4	0.012	1.9987	14
8401	Q13477_PF09085_113_224	1GSM_A	fpocket1	0.159	1.721	16
8402	Q13485_PF03165_36_137	5MEY_A	fpocket2	0.019	6.3282	14
8403	Q13485_PF03165_36_137	5MEY_A	fpocket1	0.093	4.7669	16
8404	Q13489_PF00653_258_323	2UVL_A	fpocket6	0.001	2.4764	12
8405	Q13489_PF00653_258_323	2UVL_A	fpocket2	0.091	2.3844	18
8406	Q13489_PF00653_32_97	3M0A_D	fpocket1	0.0	1.6872	14
8407	Q13489_PF00653_32_97	3M0A_D	fpocket2	0.001	1.0484	11
8408	Q13489_PF13920_553_598	3EB5_A	fpocket1	0.154	0.6166	10
8409	Q13490_PF00619_458_542	3T6P_A	fpocket5	0.0	2.6858	16
8410	Q13490_PF00619_458_542	3T6P_A	fpocket6	0.001	2.532	13
8411	Q13490_PF00653_187_251	7QGJ_A	fpocket1	0.002	3.9306	11
8412	Q13490_PF00653_187_251	7QGJ_A	fpocket2	0.006	1.0048	11
8413	Q13490_PF00653_272_337	4HY4_A	fpocket1	0.173	3.4346	19
8414	Q13490_PF00653_272_337	4HY4_A	fpocket2	0.127	1.4373	16
8415	Q13490_PF00653_49_114	3M1D_A	fpocket1	0.213	1.2029	11
8416	Q13501_PF00564_21_102	6TGY_A	fpocket7	0.269	9.9187	14
8417	Q13501_PF00564_21_102	6TGY_A	fpocket5	0.563	4.4144	16
8418	Q13501_PF00569_122_165	6MJ7_A	fpocket2	0.017	5.361	12
8419	Q13501_PF00569_122_165	6MJ7_A	fpocket1	0.005	1.1783	13
8420	Q13501_PF16577_379_440	2KNV_B	fpocket1	0.139	2.4701	12
8421	Q13501_PF16577_379_440	2KNV_B	fpocket2	0.05	0.8133	9
8422	Q13509_PF00091_3_212	6S8L_B	fpocket1	0.0	37.172	23
8423	Q13509_PF00091_3_212	6S8L_B	fpocket9	0.276	5.4577	22
8424	Q13509_PF03953_261_383	6S8L_B	fpocket2	0.007	3.5956	16
8425	Q13509_PF03953_261_383	6S8L_B	fpocket3	0.006	3.0767	18
8426	Q13510_PF02275_143_388	5U7Z_B	fpocket5	0.96	10.9995	17
8427	Q13510_PF02275_143_388	5U7Z_B	fpocket10	0.107	9.8336	18
8428	Q13523_PF00069_687_1003	4IIR_A	fpocket1	0.758	12.4942	20
8429	Q13523_PF00069_687_1003	4IIR_A	fpocket9	0.015	11.006	15
8430	Q13526_PF00397_7_37	1PIN_A	fpocket1	0.296	2.9824	12
8431	Q13526_PF00639_59_163	3I6C_A	fpocket3	0.1	19.2421	17
8432	Q13526_PF00639_59_163	3I6C_A	fpocket1	0.394	10.1033	18
8433	Q13546_PF00531_584_669	6AC5_A	fpocket1	0.164	4.3474	21
8434	Q13546_PF00531_584_669	6AC5_A	fpocket3	0.001	2.2196	19
8435	Q13546_PF07714_18_285	4ITJ_A	fpocket1	0.972	19.9954	22
8436	Q13546_PF07714_18_285	4ITJ_A	fpocket17	0.001	9.4644	17
8437	Q13547_PF00850_28_319	4BKX_B	fpocket24	0.017	20.284	19
8438	Q13547_PF00850_28_319	4BKX_B	fpocket13	0.462	14.8523	16
8439	Q13554_PF00069_14_272	3BHH_A	fpocket3	0.555	28.7408	20
8440	Q13554_PF00069_14_272	3BHH_A	fpocket5	0.001	15.5546	19
8441	Q13555_PF00069_14_272	2V7O_A	fpocket2	0.266	22.0032	23
8442	Q13555_PF00069_14_272	2V7O_A	fpocket7	0.007	6.3139	15
8443	Q13555_PF08332_426_553	2UX0_F	fpocket1	0.448	22.3515	21
8444	Q13555_PF08332_426_553	2UX0_F	fpocket2	0.002	4.7141	18
8445	Q13557_PF00069_14_272	2WEL_A	fpocket3	0.594	15.9153	18
8446	Q13557_PF00069_14_272	2WEL_A	fpocket2	0.865	11.0304	18
8447	Q13557_PF08332_346_473	2W2C_L	fpocket1	0.257	9.7323	16
8448	Q13557_PF08332_346_473	2W2C_L	fpocket7	0.03	4.7083	19
8449	Q13563_PF18109_834_868	3HRN_A	fpocket1	0.404	2.1473	9
8450	Q13564_PF00899_13_533	1TT5_A	fpocket3	0.008	11.4956	21
8451	Q13564_PF00899_13_533	1TT5_A	fpocket35	0.0	7.985	13
8452	Q13569_PF03167_125_295	4Z47_A	fpocket1	0.004	51.0997	25
8453	Q13569_PF03167_125_295	4Z47_A	fpocket15	0.004	20.932	18
8454	Q13572_PF05770_119_318	2Q7D_A	fpocket1	0.675	75.2835	22
8455	Q13572_PF05770_119_318	2Q7D_A	fpocket15	0.0	10.1846	13
8456	Q13572_PF17927_9_100	2Q7D_A	fpocket4	0.006	4.9335	13
8457	Q13572_PF17927_9_100	2Q7D_A	fpocket3	0.0	1.9065	13
8458	Q13586_PF07647_129_197	2K60_A	fpocket1	0.018	2.0732	12
8459	Q13586_PF07647_129_197	2K60_A	fpocket3	0.297	1.5854	14
8460	Q13586_PF16533_341_441	3TEQ_A	fpocket4	0.134	2.7538	17
8461	Q13586_PF16533_341_441	3TEQ_A	fpocket1	0.624	2.699	16
8462	Q13596_PF00787_173_268	2I4K_A	fpocket11	0.546	6.914	15
8463	Q13596_PF00787_173_268	2I4K_A	fpocket2	0.005	5.0976	13
8464	Q13596_PF09325_284_517	4FZS_A	fpocket1	0.944	5.5176	18
8465	Q13596_PF09325_284_517	4FZS_A	fpocket17	0.012	3.349	5
8466	Q13609_PF03372_24_274	7KIU_A	fpocket3	0.416	16.4343	19
8467	Q13609_PF03372_24_274	7KIU_A	fpocket1	0.336	10.3311	21
8468	Q13613_PF06602_213_550	5C16_A	fpocket8	0.108	25.7863	14
8469	Q13613_PF06602_213_550	5C16_A	fpocket14	0.496	17.6949	13
8470	Q13614_PF02893_68_185	1ZSQ_A	fpocket1	0.216	3.6483	15
8471	Q13614_PF02893_68_185	1ZSQ_A	fpocket2	0.001	2.6794	18
8472	Q13614_PF06602_192_529	1ZSQ_A	fpocket19	0.488	24.6332	17
8473	Q13614_PF06602_192_529	1ZSQ_A	fpocket2	0.007	14.389	24
8474	Q13616_PF10557_706_768	3TDU_C	fpocket7	0.437	6.5887	16
8475	Q13616_PF10557_706_768	3TDU_C	fpocket2	0.077	3.9789	14
8476	Q13617_PF10557_675_737	5N4W_A	fpocket4	0.002	6.1244	14
8477	Q13617_PF10557_675_737	5N4W_A	fpocket1	0.006	2.8704	17
8478	Q13620_PF10557_845_905	4A0C_C	fpocket4	0.124	8.2719	15
8479	Q13620_PF10557_845_905	4A0C_C	fpocket2	0.041	1.9724	17
8480	Q13625_PF00018_1063_1111	6GHM_D	fpocket1	0.603	3.1114	15
8481	Q13625_PF00018_1063_1111	6GHM_D	fpocket2	0.002	0.2821	13
8482	Q13627_PF00069_159_479	6S1H_A	fpocket5	0.433	35.9974	20
8483	Q13627_PF00069_159_479	6S1H_A	fpocket14	0.007	10.665	12
8484	Q13636_PF00071_7_168	2FG5_A	fpocket1	0.009	28.4203	20
8485	Q13636_PF00071_7_168	2FG5_A	fpocket2	0.146	22.3012	19
8486	Q13637_PF00071_27_194	6FF8_A	fpocket2	0.057	31.3462	19
8487	Q13637_PF00071_27_194	6FF8_A	fpocket10	0.425	6.3821	17
8488	Q13642_PF00412_101_158	1X63_A	fpocket1	0.039	2.4021	16
8489	Q13642_PF00412_101_158	1X63_A	fpocket2	0.0	2.1095	19
8490	Q13642_PF00412_162_216	2CUR_A	fpocket5	0.069	4.5929	16
8491	Q13642_PF00412_162_216	2CUR_A	fpocket4	0.002	2.2435	14
8492	Q13642_PF00412_40_97	2CUP_A	fpocket1	0.166	3.1369	13
8493	Q13642_PF00412_40_97	2CUP_A	fpocket2	0.013	1.2611	16
8494	Q13643_PF00412_101_158	1WYH_A	fpocket1	0.0	4.3443	16
8495	Q13643_PF00412_101_158	1WYH_A	fpocket2	0.086	1.761	14
8496	Q13643_PF00412_162_217	2CUQ_A	fpocket1	0.036	5.2137	13
8497	Q13643_PF00412_40_97	2EHE_A	fpocket5	0.025	5.9186	17
8498	Q13643_PF00412_40_97	2EHE_A	fpocket3	0.0	3.1105	9
8499	Q13686_PF13532_98_344	6IE2_B	fpocket4	0.038	31.0219	17
8500	Q13686_PF13532_98_344	6IE2_B	fpocket8	0.002	21.5981	25
8501	Q13705_PF00069_193_477	2QLU_A	fpocket8	0.654	23.6058	23
8502	Q13705_PF00069_193_477	2QLU_A	fpocket5	0.005	10.3965	18
8503	Q13705_PF01064_27_113	7OLY_C	fpocket5	0.0	5.539	13
8504	Q13705_PF01064_27_113	7OLY_C	fpocket2	0.0	4.8723	15
8505	Q13813_PF00018_973_1018	5FWC_A	fpocket1	0.656	3.0548	16
8506	Q13813_PF00018_973_1018	5FWC_A	fpocket3	0.0	1.992	15
8507	Q13813_PF00435_1339_1443	3FB2_A	fpocket2	0.001	7.7499	20
8508	Q13813_PF00435_1339_1443	3FB2_A	fpocket3	0.449	1.3574	17
8509	Q13813_PF00435_1445_1549	3FB2_B	fpocket3	0.025	1.2457	14
8510	Q13813_PF00435_1445_1549	3FB2_B	fpocket2	0.0	1.0672	9
8511	Q13813_PF00435_44_147	3F31_A	fpocket2	0.321	5.0452	19
8512	Q13813_PF00435_44_147	3F31_A	fpocket5	0.022	4.1531	16
8513	Q13822_PF01223_602_845	4ZG7_A	fpocket4	0.002	16.8146	18
8514	Q13822_PF01223_602_845	4ZG7_A	fpocket1	0.006	7.3618	22
8515	Q13825_PF00378_84_339	2ZQQ_E	fpocket3	0.8	32.8965	26
8516	Q13825_PF00378_84_339	2ZQQ_E	fpocket1	0.961	7.7216	18
8517	Q13838_PF00270_69_238	1T6N_A	fpocket4	0.001	20.6299	19
8518	Q13838_PF00270_69_238	1T6N_A	fpocket11	0.0	3.6854	16
8519	Q13838_PF00271_273_382	1T5I_A	fpocket2	0.0	4.4354	17
8520	Q13838_PF00271_273_382	1T5I_A	fpocket1	0.028	1.7403	15
8521	Q13868_PF14382_26_63	2NN6_H	fpocket2	0.142	5.4689	18
8522	Q13868_PF14382_26_63	2NN6_H	fpocket1	0.004	0.4578	14
8523	Q13868_PF15985_169_211	2NN6_H	fpocket1	0.443	4.0099	19
8524	Q13868_PF15985_169_211	2NN6_H	fpocket2	0.386	3.7692	16
8525	Q13873_PF00069_203_501	6UNP_A	fpocket20	0.706	38.4267	20
8526	Q13873_PF00069_203_501	6UNP_A	fpocket1	0.479	6.5016	25
8527	Q13873_PF01064_33_127	2HLQ_A	fpocket3	0.002	8.2581	18
8528	Q13873_PF01064_33_127	2HLQ_A	fpocket4	0.002	3.7173	17
8529	Q13882_PF00017_78_155	1RJA_A	fpocket2	0.187	7.4228	15
8530	Q13882_PF00017_78_155	1RJA_A	fpocket1	0.32	4.7712	16
8531	Q13882_PF00018_14_64	2KGT_A	fpocket1	0.625	3.4037	16
8532	Q13882_PF00018_14_64	2KGT_A	fpocket4	0.002	3.2589	14
8533	Q13882_PF07714_191_441	6CZ4_A	fpocket2	0.757	21.1157	27
8534	Q13882_PF07714_191_441	6CZ4_A	fpocket7	0.005	14.3859	18
8535	Q13885_PF00091_3_212	7NVN_T	fpocket1	0.026	21.62	20
8536	Q13885_PF00091_3_212	7NVN_T	fpocket7	0.546	10.5525	21
8537	Q13887_PF00096_403_427	2EBT_A	fpocket2	0.005	2.2778	11
8538	Q13887_PF00096_403_427	2EBT_A	fpocket1	0.286	1.9698	9
8539	Q13888_PF07975_344_387	6NMI_E	fpocket1	0.482	12.3427	22
8540	Q13888_PF07975_344_387	6NMI_E	fpocket2	0.001	7.2471	11
8541	Q13889_PF03850_8_286	6O9M_4	fpocket26	0.739	18.2405	21
8542	Q13889_PF03850_8_286	6O9M_4	fpocket1	0.914	12.4667	22
8543	Q13907_PF00293_49_197	2DHO_A	fpocket1	0.685	24.441	25
8544	Q13907_PF00293_49_197	2DHO_A	fpocket5	0.0	3.962	13
8545	Q13936_PF08763_1607_1681	3G43_E	fpocket4	0.019	2.226	10
8546	Q13936_PF08763_1607_1681	3G43_E	fpocket1	0.513	1.5646	10
8547	Q13938_PF13202_153_172	3E3R_A	fpocket1	0.001	0.5553	12
8548	Q13938_PF13499_181_253	3E3R_A	fpocket1	0.509	4.6516	10
8549	Q13938_PF13499_181_253	3E3R_A	fpocket3	0.0	0.9442	16
8550	Q13946_PF00233_211_443	1ZKL_A	fpocket2	0.804	35.7946	21
8551	Q13946_PF00233_211_443	1ZKL_A	fpocket12	0.001	16.8946	20
8552	Q13950_PF00853_102_230	6VGD_D	fpocket7	0.0	2.9346	10
8553	Q13950_PF00853_102_230	6VGD_D	fpocket2	0.0	2.5277	16
8554	Q13976_PF00027_121_204	3OCP_A	fpocket2	0.546	14.6869	23
8555	Q13976_PF00027_121_204	3OCP_A	fpocket1	0.0	3.3639	9
8556	Q13976_PF00027_239_326	5L0N_A	fpocket1	0.449	12.7757	21
8557	Q13976_PF00027_239_326	5L0N_A	fpocket3	0.0	0.9981	16
8558	Q13976_PF00069_360_619	6BG2_A	fpocket1	0.715	42.6789	18
8559	Q13976_PF00069_360_619	6BG2_A	fpocket7	0.001	4.9511	18
8560	Q14002_PF07686_40_142	4Y89_A	fpocket3	0.002	6.651	17
8561	Q14002_PF07686_40_142	4Y89_A	fpocket2	0.0	4.0688	18
8562	Q14004_PF00069_705_998	5EFQ_A	fpocket26	0.0	17.3113	19
8563	Q14004_PF00069_705_998	5EFQ_A	fpocket1	0.588	14.5497	22
8564	Q14005_PF00595_1113_1195	1X6D_A	fpocket1	0.875	6.4675	17
8565	Q14005_PF00595_1113_1195	1X6D_A	fpocket2	0.077	3.3587	10
8566	Q14005_PF00595_1234_1317	5FB8_C	fpocket2	0.265	4.7756	17
8567	Q14005_PF00595_1234_1317	5FB8_C	fpocket3	0.001	3.2007	16
8568	Q14011_PF00076_8_78	5TBX_A	fpocket5	0.0	2.3229	13
8569	Q14011_PF00076_8_78	5TBX_A	fpocket1	0.5	1.8649	19
8570	Q14012_PF00069_20_276	4FGB_A	fpocket6	0.0	10.4637	20
8571	Q14012_PF00069_20_276	4FGB_A	fpocket15	0.031	5.3018	16
8572	Q14019_PF00241_10_128	1T3Y_A	fpocket1	0.485	3.3911	20
8573	Q14019_PF00241_10_128	1T3Y_A	fpocket2	0.08	2.6302	21
8574	Q14028_PF00027_980_1069	7RH9_B	fpocket5	0.0	9.0855	17
8575	Q14028_PF00027_980_1069	7RH9_B	fpocket4	0.13	6.9736	18
8576	Q14103_PF00076_184_255	1X0F_A	fpocket1	0.05	4.6931	16
8577	Q14103_PF00076_184_255	1X0F_A	fpocket3	0.057	2.4713	16
8578	Q14103_PF00076_99_168	5IM0_A	fpocket2	0.045	1.0302	20
8579	Q14103_PF00076_99_168	5IM0_A	fpocket1	0.357	0.923	17
8580	Q14116_PF00340_72_185	3WO2_B	fpocket2	0.703	7.3896	13
8581	Q14116_PF00340_72_185	3WO2_B	fpocket8	0.002	5.2695	10
8582	Q14117_PF01979_58_447	2VR2_A	fpocket1	0.169	16.5639	26
8583	Q14117_PF01979_58_447	2VR2_A	fpocket4	0.005	10.4716	22
8584	Q14118_PF05345_61_156	5LLK_A	fpocket1	0.084	4.624	20
8585	Q14118_PF05345_61_156	5LLK_A	fpocket6	0.0	4.0944	15
8586	Q14118_PF18424_182_304	5LLK_A	fpocket3	0.001	9.7347	21
8587	Q14118_PF18424_182_304	5LLK_A	fpocket4	0.035	8.9602	18
8588	Q14126_PF00028_164_263	5ERD_A	fpocket2	0.004	3.6234	19
8589	Q14126_PF00028_164_263	5ERD_A	fpocket6	0.02	3.5304	18
8590	Q14126_PF00028_278_378	5ERD_A	fpocket2	0.0	5.2415	16
8591	Q14126_PF00028_278_378	5ERD_A	fpocket1	0.502	2.9715	19
8592	Q14126_PF00028_396_490	5ERD_A	fpocket3	0.048	6.5384	17
8593	Q14126_PF00028_396_490	5ERD_A	fpocket4	0.225	5.3923	20
8594	Q14139_PF04564_988_1060	1WGM_A	fpocket5	0.443	3.6126	14
8595	Q14139_PF04564_988_1060	1WGM_A	fpocket7	0.0	1.1904	11
8596	Q14141_PF00735_39_312	7M6J_B	fpocket15	0.026	20.7873	20
8597	Q14141_PF00735_39_312	7M6J_B	fpocket4	0.003	12.0055	19
8598	Q14145_PF00651_67_179	7EXI_A	fpocket6	0.094	12.6934	13
8599	Q14145_PF00651_67_179	7EXI_A	fpocket1	0.001	9.6541	19
8600	Q14149_PF07496_409_452	5SVY_A	fpocket1	0.316	3.1841	11
8601	Q14149_PF07496_409_452	5SVY_A	fpocket2	0.003	0.7518	14
8602	Q14149_PF13589_26_164	6O1E_A	fpocket10	0.199	68.6827	22
8603	Q14149_PF13589_26_164	6O1E_A	fpocket8	0.002	5.5816	15
8604	Q14152_PF01399_365_495	6YBD_u	fpocket7	0.559	4.5118	13
8605	Q14152_PF01399_365_495	6YBD_u	fpocket5	0.52	3.1309	16
8606	Q14155_PF00307_1_91	2L3G_A	fpocket1	0.261	2.8987	12
8607	Q14155_PF00307_1_91	2L3G_A	fpocket5	0.089	1.9293	19
8608	Q14155_PF00621_275_449	1BY1_A	fpocket1	0.958	9.4461	21
8609	Q14155_PF00621_275_449	1BY1_A	fpocket17	0.0	4.2386	20
8610	Q14155_PF07653_188_241	5SXP_A	fpocket1	0.005	3.9508	12
8611	Q14155_PF07653_188_241	5SXP_A	fpocket2	0.409	3.7175	14
8612	Q14160_PF00595_1004_1090	4WYU_A	fpocket5	0.19	1.7225	17
8613	Q14160_PF00595_1004_1090	4WYU_A	fpocket2	0.0	1.3698	17
8614	Q14160_PF00595_1100_1189	6EEY_A	fpocket1	0.561	3.3521	15
8615	Q14160_PF00595_1100_1189	6EEY_A	fpocket2	0.001	2.5116	17
8616	Q14160_PF00595_728_812	6MYE_A	fpocket1	0.03	3.5066	17
8617	Q14160_PF00595_728_812	6MYE_A	fpocket4	0.004	3.1567	12
8618	Q14160_PF00595_863_947	7JO7_D	fpocket2	0.002	10.3181	18
8619	Q14160_PF00595_863_947	7JO7_D	fpocket1	0.002	1.1524	12
8620	Q14168_PF00595_165_240	2E7K_A	fpocket2	0.423	2.9166	26
8621	Q14168_PF00595_165_240	2E7K_A	fpocket3	0.0	1.5402	11
8622	Q14183_PF00168_104_213	4MJJ_A	fpocket4	0.021	28.9096	19
8623	Q14183_PF00168_104_213	4MJJ_A	fpocket3	0.203	8.917	17
8624	Q14185_PF14429_421_618	3L4C_A	fpocket4	0.0	13.1491	16
8625	Q14185_PF14429_421_618	3L4C_A	fpocket2	0.002	2.7067	14
8626	Q14186_PF08781_200_338	5TUU_A	fpocket9	0.109	12.1817	16
8627	Q14186_PF08781_200_338	5TUU_A	fpocket2	0.0	3.6064	12
8628	Q14188_PF02319_128_208	1CF7_B	fpocket2	0.01	9.2912	12
8629	Q14188_PF02319_128_208	1CF7_B	fpocket6	0.002	5.1903	13
8630	Q14191_PF00270_550_713	6YHR_A	fpocket2	0.002	10.9662	17
8631	Q14191_PF00270_550_713	6YHR_A	fpocket7	0.0	7.4963	16
8632	Q14191_PF00271_748_859	6YHR_A	fpocket4	0.014	4.217	13
8633	Q14191_PF00271_748_859	6YHR_A	fpocket3	0.003	3.1976	18
8634	Q14191_PF00570_1153_1219	2E1F_A	fpocket3	0.025	4.0929	15
8635	Q14191_PF00570_1153_1219	2E1F_A	fpocket1	0.35	1.3135	14
8636	Q14191_PF01612_57_230	2FBY_A	fpocket5	0.264	3.3146	16
8637	Q14191_PF01612_57_230	2FBY_A	fpocket9	0.235	3.2556	17
8638	Q14191_PF09382_953_1066	3AAF_A	fpocket1	0.009	10.1328	13
8639	Q14191_PF09382_953_1066	3AAF_A	fpocket5	0.008	8.5426	13
8640	Q14191_PF16124_870_940	6YHR_A	fpocket6	0.002	9.2019	14
8641	Q14191_PF16124_870_940	6YHR_A	fpocket1	0.906	7.6093	15
8642	Q14192_PF00412_101_158	1X4K_A	fpocket1	0.712	8.887	20
8643	Q14192_PF00412_101_158	1X4K_A	fpocket2	0.012	0.9957	12
8644	Q14192_PF00412_162_217	2D8Z_A	fpocket1	0.039	5.2122	15
8645	Q14192_PF00412_162_217	2D8Z_A	fpocket2	0.004	1.9537	16
8646	Q14192_PF00412_221_278	1X4L_A	fpocket2	0.001	5.003	21
8647	Q14192_PF00412_221_278	1X4L_A	fpocket1	0.121	0.798	17
8648	Q14192_PF00412_40_97	2MIU_A	fpocket2	0.002	4.099	17
8649	Q14192_PF00412_40_97	2MIU_A	fpocket5	0.039	3.184	12
8650	Q14194_PF01979_64_453	4B3Z_A	fpocket1	0.149	15.5938	21
8651	Q14194_PF01979_64_453	4B3Z_A	fpocket15	0.001	3.7464	18
8652	Q14195_PF01979_64_453	4BKN_A	fpocket11	0.241	26.8452	24
8653	Q14195_PF01979_64_453	4BKN_A	fpocket4	0.012	6.6479	17
8654	Q14203_PF01302_29_94	1TXQ_A	fpocket3	0.073	4.7357	18
8655	Q14203_PF01302_29_94	1TXQ_A	fpocket1	0.415	3.8773	15
8656	Q14204_PF03028_4036_4146	5NUG_A	fpocket5	0.001	2.6734	14
8657	Q14204_PF03028_4036_4146	5NUG_A	fpocket1	0.011	2.5755	15
8658	Q14204_PF12774_1868_2231	5NUG_A	fpocket16	0.889	38.5308	17
8659	Q14204_PF12774_1868_2231	5NUG_A	fpocket21	0.0	23.8141	19
8660	Q14204_PF12775_2557_2739	5NUG_A	fpocket4	0.004	6.8043	15
8661	Q14204_PF12775_2557_2739	5NUG_A	fpocket13	0.003	5.8412	19
8662	Q14204_PF12780_2907_3186	5NUG_A	fpocket5	0.052	22.761	18
8663	Q14204_PF12780_2907_3186	5NUG_A	fpocket13	0.001	8.4625	16
8664	Q14204_PF12781_3560_3780	5NUG_A	fpocket8	0.004	7.9401	13
8665	Q14204_PF12781_3560_3780	5NUG_A	fpocket1	0.042	7.8216	20
8666	Q14204_PF17852_2423_2550	5NUG_A	fpocket1	0.972	3.4411	15
8667	Q14204_PF17852_2423_2550	5NUG_A	fpocket3	0.034	2.1241	13
8668	Q14204_PF18198_4176_4327	5NUG_A	fpocket1	0.07	6.43	16
8669	Q14204_PF18198_4176_4327	5NUG_A	fpocket11	0.0	4.0749	11
8670	Q14204_PF18199_4333_4644	5NUG_A	fpocket6	0.002	22.5778	21
8671	Q14204_PF18199_4333_4644	5NUG_A	fpocket2	0.333	16.0643	28
8672	Q14240_PF00270_57_224	3BOR_A	fpocket1	0.607	7.8766	19
8673	Q14240_PF00270_57_224	3BOR_A	fpocket3	0.0	3.9073	20
8674	Q14241_PF08711_54_102	6ZUZ_A	fpocket1	0.597	3.0571	18
8675	Q14241_PF08711_54_102	6ZUZ_A	fpocket3	0.0	1.7523	10
8676	Q14247_PF14604_499_547	2D1X_A	fpocket1	0.0	2.1782	15
8677	Q14247_PF14604_499_547	2D1X_A	fpocket2	0.194	1.0736	11
8678	Q14258_PF15227_13_53	5FER_A	fpocket1	0.675	1.9751	13
8679	Q14289_PF00373_141_263	4EKU_A	fpocket7	0.318	3.0565	16
8680	Q14289_PF00373_141_263	4EKU_A	fpocket1	0.328	2.2197	12
8681	Q14289_PF03623_870_1002	4XEK_A	fpocket12	0.28	5.8295	17
8682	Q14289_PF03623_870_1002	4XEK_A	fpocket5	0.072	2.3271	13
8683	Q14289_PF07714_425_679	3CC6_A	fpocket2	0.009	7.3293	18
8684	Q14289_PF07714_425_679	3CC6_A	fpocket7	0.177	6.446	19
8685	Q14289_PF18038_39_137	4EKU_A	fpocket3	0.548	2.7967	13
8686	Q14289_PF18038_39_137	4EKU_A	fpocket5	0.007	0.959	14
8687	Q14315_PF00630_1536_1627	2D7M_A	fpocket1	0.005	8.0065	17
8688	Q14315_PF00630_1536_1627	2D7M_A	fpocket8	0.179	3.8484	19
8689	Q14315_PF00630_1773_1851	2D7N_A	fpocket2	0.25	3.6938	21
8690	Q14315_PF00630_1773_1851	2D7N_A	fpocket3	0.002	2.0019	13
8691	Q14315_PF00630_1856_1943	2D7O_A	fpocket6	0.174	6.2026	19
8692	Q14315_PF00630_1856_1943	2D7O_A	fpocket1	0.118	3.8008	18
8693	Q14315_PF00630_2406_2493	2D7P_A	fpocket1	0.733	3.761	25
8694	Q14315_PF00630_2406_2493	2D7P_A	fpocket3	0.0	3.3416	13
8695	Q14315_PF00630_2502_2589	2NQC_A	fpocket1	0.003	6.0047	21
8696	Q14315_PF00630_2502_2589	2NQC_A	fpocket3	0.001	4.0913	14
8697	Q14315_PF00630_2632_2721	1V05_A	fpocket1	0.003	4.6435	16
8698	Q14315_PF00630_2632_2721	1V05_A	fpocket3	0.002	2.2977	12
8699	Q14315_PF00630_568_655	3V8O_A	fpocket2	0.001	5.7774	26
8700	Q14315_PF00630_568_655	3V8O_A	fpocket1	0.002	3.4565	14
8701	Q14315_PF00630_664_755	3V8O_B	fpocket2	0.0	6.8688	22
8702	Q14315_PF00630_664_755	3V8O_B	fpocket1	0.001	3.7597	12
8703	Q14318_PF00254_113_201	3EY6_A	fpocket1	0.001	2.8685	16
8704	Q14318_PF00254_113_201	3EY6_A	fpocket2	0.001	2.2618	11
8705	Q14324_PF07679_346_435	2EDK_A	fpocket1	0.08	5.9391	15
8706	Q14324_PF07679_346_435	2EDK_A	fpocket2	0.0	1.9335	18
8707	Q14324_PF07679_52_153	2EDN_A	fpocket1	0.478	3.0878	17
8708	Q14324_PF07679_52_153	2EDN_A	fpocket4	0.0	2.1701	11
8709	Q14324_PF07679_843_929	2E7C_A	fpocket4	0.052	3.5443	12
8710	Q14324_PF07679_843_929	2E7C_A	fpocket8	0.0	2.7928	15
8711	Q14332_PF01392_39_145	6C0B_B	fpocket1	0.818	4.779	19
8712	Q14332_PF01392_39_145	6C0B_B	fpocket5	0.0	1.3814	14
8713	Q14376_PF16363_6_333	1I3N_A	fpocket1	0.0	89.0146	15
8714	Q14376_PF16363_6_333	1I3N_A	fpocket9	0.016	13.8259	18
8715	Q14393_PF00054_325_454	1H30_A	fpocket9	0.022	17.1134	17
8716	Q14393_PF00054_325_454	1H30_A	fpocket5	0.0	10.3878	17
8717	Q14393_PF02210_513_651	1H30_A	fpocket6	0.679	10.9308	17
8718	Q14393_PF02210_513_651	1H30_A	fpocket1	0.001	2.7928	18
8719	Q14416_PF00003_561_813	7MTS_A	fpocket18	0.963	31.4621	17
8720	Q14416_PF00003_561_813	7MTS_A	fpocket12	0.002	4.6399	19
8721	Q14432_PF00233_751_1020	7L27_A	fpocket1	0.854	55.3679	20
8722	Q14432_PF00233_751_1020	7L27_A	fpocket14	0.004	12.7001	14
8723	Q14444_PF18293_132_247	4WBE_C	fpocket5	0.027	6.6389	13
8724	Q14444_PF18293_132_247	4WBE_C	fpocket1	0.439	4.6619	14
8725	Q14449_PF00017_439_520	2AUG_A	fpocket1	0.312	6.0035	17
8726	Q14449_PF00017_439_520	2AUG_A	fpocket4	0.0	3.6144	16
8727	Q14449_PF00169_235_342	4K81_A	fpocket1	0.677	8.7277	24
8728	Q14449_PF00169_235_342	4K81_A	fpocket2	0.314	2.8462	15
8729	Q14449_PF00788_106_192	4K81_A	fpocket2	0.002	3.2967	15
8730	Q14449_PF00788_106_192	4K81_A	fpocket7	0.0	2.5417	16
