	domain	fpocket	druggability score	prank rescore	buriedness	min pLDDT
13821	Q12965_PF06017_719_920	fpocket10	0.046	2.9269	14	77.59
13822	Q12965_PF06017_719_920	fpocket2	0.002	4.1345	18	84.76
13823	Q12967_PF00788_798_885	fpocket6	0.002	2.2806	10	84.69
13824	Q12968_PF00554_433_592	fpocket9	0.0	3.0679	16	94.21
13825	Q12968_PF16179_601_701	fpocket4	0.0	2.1357	13	95.67
13826	Q12968_PF16179_601_701	fpocket5	0.003	2.4093	14	83.76
13827	Q12974_PF00102_10_149	fpocket2	0.223	3.9931	18	89.0
13828	Q12974_PF00102_10_149	fpocket3	0.001	5.3723	17	72.25
13829	Q12979_PF00169_302_459	fpocket11	0.0	6.4305	10	82.26
13830	Q12979_PF00620_661_809	fpocket6	0.36	6.5743	15	80.31
13831	Q12979_PF00620_661_809	fpocket9	0.364	9.1113	19	85.65
13832	Q12979_PF00621_95_282	fpocket10	0.0	5.5712	19	72.19
13833	Q12979_PF00621_95_282	fpocket3	0.187	9.4881	14	77.69
13834	Q12982_PF13716_164_302	fpocket1	0.998	38.3832	22	78.27
13835	Q12982_PF13716_164_302	fpocket8	0.004	5.646	15	75.13
13836	Q12986_PF01424_995_1060	fpocket1	0.001	1.0423	17	86.71
13837	Q12986_PF01424_995_1060	fpocket2	0.298	0.9086	14	89.64
13838	Q12988_PF00011_64_150	fpocket1	0.443	3.7284	14	91.35
13839	Q13002_PF10613_431_546	fpocket3	0.0	3.3322	12	85.38
13840	Q13002_PF10613_431_546	fpocket7	0.778	15.2214	20	91.39
13841	Q13003_PF10613_434_548	fpocket3	0.741	10.9134	18	93.49
13842	Q13003_PF10613_434_548	fpocket6	0.0	3.1713	15	84.21
13843	Q13009_PF00169_440_547	fpocket3	0.009	7.339	15	88.76
13844	Q13009_PF00595_845_925	fpocket1	0.047	1.8985	12	75.05
13845	Q13009_PF00595_845_925	fpocket3	0.0	3.8033	15	83.96
13846	Q13009_PF00621_1044_1232	fpocket1	0.611	7.6431	16	85.12
13847	Q13009_PF00621_1044_1232	fpocket8	0.0	3.7735	14	84.12
13848	Q13009_PF02196_766_839	fpocket1	0.541	3.0846	16	81.62
13849	Q13009_PF02196_766_839	fpocket6	0.0	3.6478	15	77.06
13850	Q13009_PF18385_572_669	fpocket2	0.039	3.3096	13	93.03
13851	Q13009_PF18385_572_669	fpocket5	0.066	9.1824	12	91.39
13852	Q13011_PF00378_62_322	fpocket1	0.537	10.9882	15	97.68
13853	Q13011_PF00378_62_322	fpocket3	0.955	21.0866	23	85.25
13854	Q13017_PF00071_142_248	fpocket4	0.011	5.525	16	92.56
13855	Q13017_PF00071_142_248	fpocket5	0.499	8.2575	20	93.12
13856	Q13017_PF00620_1275_1422	fpocket1	0.812	10.9925	19	92.94
13857	Q13017_PF00620_1275_1422	fpocket3	0.267	4.8728	15	89.98
13858	Q13017_PF16512_260_338	fpocket5	0.0	5.8009	11	90.54
13859	Q13017_PF16512_260_338	fpocket6	0.212	3.4133	10	91.05
13860	Q13018_PF00059_1131_1234	fpocket2	0.024	9.199	18	77.77
13861	Q13018_PF00059_1131_1234	fpocket3	0.32	11.5186	14	84.44
13862	Q13018_PF00059_395_503	fpocket4	0.0	2.9794	10	90.93
13863	Q13018_PF00059_547_645	fpocket2	0.074	11.5471	14	70.94
13864	Q13018_PF00059_688_798	fpocket5	0.026	3.9658	10	91.19
13865	Q13018_PF00059_830_939	fpocket2	0.0	2.2899	14	70.44
13866	Q13021_PF01284_22_149	fpocket3	0.393	6.313	13	91.21
13867	Q13021_PF01284_22_149	fpocket5	0.133	8.411	17	94.92
13868	Q13023_PF00435_779_884	fpocket12	0.052	4.4965	12	87.46
13869	Q13023_PF00435_779_884	fpocket8	0.001	4.0121	15	76.74
13870	Q13029_PF00096_390_412	fpocket1	0.045	2.6503	11	79.92
13871	Q13029_PF00096_390_412	fpocket2	0.211	1.4462	10	83.62
13872	Q13043_PF00069_30_281	fpocket3	0.227	6.8405	18	93.41
13873	Q13045_PF00626_1177_1255	fpocket5	0.0	2.3544	12	76.59
13874	Q13045_PF00626_1177_1255	fpocket9	0.015	16.7713	18	86.51
13875	Q13045_PF00626_508_591	fpocket3	0.411	6.423	11	83.52
13876	Q13045_PF00626_508_591	fpocket4	0.276	14.6352	19	87.73
13877	Q13045_PF00626_628_703	fpocket4	0.001	5.1547	20	78.44
13878	Q13045_PF00626_628_703	fpocket5	0.278	12.1181	18	87.08
13879	Q13045_PF00626_756_832	fpocket1	0.005	5.4135	18	79.73
13880	Q13045_PF00626_756_832	fpocket4	0.412	8.4432	12	78.5
13881	Q13046_PF07686_38_141	fpocket2	0.352	5.69	16	90.25
13882	Q13046_PF07686_38_141	fpocket3	0.033	3.2028	15	86.84
13883	Q13046_PF13895_334_413	fpocket2	0.045	5.8768	13	95.11
13884	Q13046_PF13895_334_413	fpocket4	0.0	2.7672	8	94.9
13885	Q13049_PF13639_18_65	fpocket1	0.004	8.6641	15	85.95
13886	Q13049_PF13639_18_65	fpocket2	0.141	0.7909	10	81.59
13887	Q13057_PF01121_359_535	fpocket17	0.001	18.8445	21	80.26
13888	Q13057_PF01121_359_535	fpocket6	0.174	11.0591	14	80.26
13889	Q13057_PF01467_195_339	fpocket1	0.544	17.0729	20	87.53
13890	Q13057_PF01467_195_339	fpocket7	0.0	4.1904	13	91.52
13891	Q13064_PF00097_311_364	fpocket1	0.005	3.3892	14	85.63
13892	Q13064_PF00097_311_364	fpocket4	0.008	3.8075	17	85.55
13893	Q13064_PF14608_244_263	fpocket1	0.244	6.431	14	72.31
13894	Q13064_PF14608_244_263	fpocket2	0.0	1.1132	13	71.41
13895	Q13064_PF18044_99_120	fpocket1	0.305	4.9668	11	82.85
13896	Q13064_PF18044_99_120	fpocket2	0.05	4.1244	12	81.96
13897	Q13075_PF00653_162_228	fpocket1	0.044	5.2385	16	85.82
13898	Q13075_PF00653_162_228	fpocket2	0.001	2.0279	15	86.86
13899	Q13075_PF00653_281_346	fpocket3	0.197	1.7004	13	78.43
13900	Q13075_PF00653_63_128	fpocket1	0.017	2.841	14	73.69
13901	Q13075_PF00653_63_128	fpocket2	0.001	7.1207	11	72.8
13902	Q13075_PF05729_464_618	fpocket1	0.002	7.7686	18	72.81
13903	Q13075_PF17779_687_742	fpocket1	0.413	1.8394	18	83.77
13904	Q13075_PF17889_766_872	fpocket3	0.669	7.352	20	89.31
13905	Q13085_PF00289_117_237	fpocket10	0.328	5.688	16	89.6
13906	Q13085_PF00289_117_237	fpocket9	0.003	4.9759	16	89.35
13907	Q13085_PF00364_752_818	fpocket1	0.017	1.2511	15	82.82
13908	Q13085_PF00364_752_818	fpocket2	0.0	0.9763	16	71.92
13909	Q13085_PF02785_507_615	fpocket3	0.024	5.4565	19	90.52
13910	Q13085_PF02785_507_615	fpocket7	0.522	7.0724	17	86.6
13911	Q13087_PF00085_389_493	fpocket1	0.206	2.9857	15	95.91
13912	Q13087_PF00085_389_493	fpocket6	0.0	2.6052	13	85.87
13913	Q13087_PF00085_44_149	fpocket2	0.002	5.3257	14	94.31
13914	Q13087_PF00085_44_149	fpocket8	0.0	2.4688	13	91.05
13915	Q13087_PF13848_179_366	fpocket1	0.147	15.0537	16	91.24
13916	Q13087_PF13848_179_366	fpocket2	0.72	11.2682	17	88.02
13917	Q13093_PF03403_48_416	fpocket10	0.969	32.9725	20	87.37
13918	Q13094_PF00017_422_505	fpocket2	0.139	5.9757	16	92.8
13919	Q13094_PF00017_422_505	fpocket3	0.067	5.915	16	93.33
13920	Q13094_PF07647_12_76	fpocket3	0.002	2.97	10	89.28
13921	Q13094_PF07647_12_76	fpocket5	0.001	1.9558	17	85.1
13922	Q13098_PF01399_324_428	fpocket2	0.274	3.257	16	91.96
13923	Q13098_PF01399_324_428	fpocket5	0.005	2.5576	11	94.47
13924	Q13103_PF07448_73_136	fpocket5	0.009	2.2936	11	84.12
13925	Q13105_PF00096_306_328	fpocket1	0.061	1.808	12	77.46
13926	Q13105_PF00096_418_440	fpocket1	0.003	1.8281	13	77.0
13927	Q13105_PF00096_446_468	fpocket1	0.151	0.5979	10	73.23
13928	Q13105_PF00096_474_496	fpocket1	0.251	1.6308	10	79.53
13929	Q13105_PF00096_558_580	fpocket1	0.0	3.4556	7	82.8
13930	Q13105_PF00096_558_580	fpocket2	0.159	0.7011	11	83.06
13931	Q13105_PF00096_614_637	fpocket1	0.264	0.7042	12	75.03
13932	Q13106_PF00096_161_183	fpocket1	0.021	1.6678	9	76.97
13933	Q13106_PF00096_189_211	fpocket1	0.034	1.9435	7	80.22
13934	Q13106_PF00096_245_267	fpocket1	0.101	2.6943	11	86.26
13935	Q13107_PF06337_31_123	fpocket1	0.516	2.5582	14	84.33
13936	Q13107_PF06337_31_123	fpocket6	0.448	6.392	16	81.79
13937	Q13107_PF14836_139_226	fpocket2	0.001	1.8004	14	76.86
13938	Q13107_PF14836_139_226	fpocket3	0.039	1.602	16	81.33
13939	Q13115_PF00581_37_153	fpocket1	0.032	12.4845	23	73.04
13940	Q13115_PF00581_37_153	fpocket4	0.139	2.6782	11	88.62
13941	Q13115_PF00782_203_333	fpocket1	0.426	6.3701	15	89.64
13942	Q13115_PF00782_203_333	fpocket4	0.095	7.8162	18	91.21
13943	Q13117_PF00076_42_109	fpocket3	0.066	1.4397	10	75.39
13944	Q13118_PF00096_399_423	fpocket1	0.001	2.1429	11	84.04
13945	Q13118_PF00096_429_451	fpocket1	0.12	6.3042	9	79.47
13946	Q13126_PF01048_11_256	fpocket9	0.087	7.8525	17	96.92
13947	Q13129_PF00096_1172_1195	fpocket1	0.496	2.268	10	74.77
13948	Q13131_PF00069_27_279	fpocket1	0.687	15.5171	25	74.9
13949	Q13131_PF00069_27_279	fpocket23	0.0	7.6	15	87.51
13950	Q13131_PF16579_406_503	fpocket10	0.068	5.9882	17	95.03
13951	Q13131_PF16579_406_503	fpocket4	0.001	6.6811	4	86.75
13952	Q13133_PF00104_244_431	fpocket1	0.852	32.6582	20	91.35
13953	Q13133_PF00104_244_431	fpocket9	0.001	16.6122	16	94.22
13954	Q13133_PF00105_96_165	fpocket1	0.001	4.2842	12	91.25
13955	Q13133_PF00105_96_165	fpocket3	0.0	6.3889	12	95.68
13956	Q13136_PF00536_876_941	fpocket1	0.328	9.6971	20	89.92
13957	Q13136_PF00536_876_941	fpocket3	0.025	5.5693	13	89.92
13958	Q13136_PF00536_961_1025	fpocket1	0.096	2.4821	15	91.95
13959	Q13136_PF00536_961_1025	fpocket4	0.141	1.9721	18	90.83
13960	Q13136_PF07647_1048_1118	fpocket1	0.037	1.1047	15	94.51
13961	Q13137_PF17751_23_125	fpocket1	0.039	6.7144	12	92.16
13962	Q13137_PF17751_23_125	fpocket4	0.174	6.691	14	90.66
13963	Q13145_PF06211_4_111	fpocket3	0.322	6.7646	12	85.26
13964	Q13148_PF00076_106_172	fpocket1	0.108	4.5476	18	81.74
13965	Q13148_PF00076_106_172	fpocket4	0.186	6.0378	9	79.45
13966	Q13148_PF00076_193_243	fpocket1	0.001	1.1178	13	83.94
13967	Q13148_PF00076_193_243	fpocket2	0.157	1.2519	12	75.04
13968	Q13151_PF00076_100_168	fpocket1	0.065	4.6355	18	86.29
13969	Q13151_PF00076_100_168	fpocket2	0.0	1.0024	15	90.5
13970	Q13151_PF00076_9_78	fpocket1	0.319	1.9202	23	89.09
13971	Q13151_PF00076_9_78	fpocket2	0.0	1.9726	10	87.48
13972	Q13153_PF00069_270_521	fpocket2	0.01	5.3234	18	96.87
13973	Q13153_PF00069_270_521	fpocket8	0.901	21.2524	20	71.09
13974	Q13153_PF00786_74_132	fpocket4	0.038	2.1424	17	83.16
13975	Q13155_PF14497_245_317	fpocket1	0.699	5.2858	18	87.03
13976	Q13156_PF08784_159_255	fpocket1	0.445	7.6964	21	88.66
13977	Q13156_PF08784_159_255	fpocket2	0.0	5.2383	11	78.55
13978	Q13162_PF00578_81_214	fpocket1	0.004	4.838	17	97.99
13979	Q13162_PF00578_81_214	fpocket3	0.165	1.8681	15	95.48
13980	Q13162_PF10417_234_263	fpocket1	0.246	5.752	13	97.16
13981	Q13163_PF00069_166_419	fpocket1	0.164	18.3353	17	86.91
13982	Q13163_PF00564_18_100	fpocket1	0.001	0.8935	15	73.69
13983	Q13163_PF00564_18_100	fpocket3	0.275	13.8723	18	86.37
13984	Q13164_PF00069_55_347	fpocket1	0.705	11.8425	24	72.26
13985	Q13164_PF00069_55_347	fpocket19	0.008	6.115	12	84.06
13986	Q13177_PF00069_249_500	fpocket2	0.41	17.2656	23	77.01
13987	Q13177_PF00069_249_500	fpocket6	0.087	6.3669	11	94.6
13988	Q13177_PF00786_73_131	fpocket1	0.098	2.6969	18	78.94
13989	Q13177_PF00786_73_131	fpocket3	0.381	4.9114	16	72.34
13990	Q13185_PF00385_30_79	fpocket1	0.068	11.854	15	79.81
13991	Q13185_PF00385_30_79	fpocket5	0.002	1.1191	13	80.7
13992	Q13185_PF01393_123_174	fpocket1	0.209	2.3762	12	92.77
13993	Q13185_PF01393_123_174	fpocket3	0.002	1.3078	17	75.58
13994	Q13188_PF00069_27_278	fpocket18	0.046	9.5848	16	93.62
13995	Q13191_PF02262_41_167	fpocket1	0.19	3.2341	11	80.84
13996	Q13191_PF02262_41_167	fpocket8	0.084	3.0707	11	90.88
13997	Q13191_PF02761_171_254	fpocket4	0.001	3.5199	9	90.49
13998	Q13191_PF02761_171_254	fpocket5	0.064	2.7025	12	90.88
13999	Q13191_PF02762_256_341	fpocket3	0.549	9.5763	11	77.7
14000	Q13191_PF02762_256_341	fpocket5	0.004	6.6492	12	82.48
14001	Q13201_PF00008_1045_1075	fpocket1	0.023	3.6789	10	78.75
14002	Q13201_PF00386_1102_1225	fpocket2	0.724	3.6103	14	79.52
14003	Q13201_PF00386_1102_1225	fpocket3	0.007	4.9107	18	76.21
14004	Q13202_PF00782_168_299	fpocket2	0.545	4.7196	16	95.27
14005	Q13202_PF00782_168_299	fpocket5	0.0	3.1889	13	95.58
14006	Q13203_PF00041_268_351	fpocket1	0.438	4.1682	18	84.09
14007	Q13203_PF00041_268_351	fpocket3	0.0	4.0559	21	94.96
14008	Q13203_PF00041_72_157	fpocket1	0.439	3.1802	16	90.56
14009	Q13203_PF00041_72_157	fpocket4	0.0	4.7031	22	71.59
14010	Q13203_PF07679_175_263	fpocket1	0.139	2.6172	20	96.99
14011	Q13203_PF07679_175_263	fpocket2	0.0	3.1913	15	80.31
14012	Q13203_PF07679_382_471	fpocket1	0.007	2.2211	13	88.2
14013	Q13203_PF07679_382_471	fpocket6	0.0	3.4331	12	86.96
14014	Q13206_PF00270_93_263	fpocket3	0.005	5.2166	14	78.68
14015	Q13206_PF00270_93_263	fpocket8	0.0	5.6227	20	74.37
14016	Q13206_PF00271_299_410	fpocket1	0.004	5.5919	18	86.0
14017	Q13206_PF00271_299_410	fpocket7	0.089	2.9745	10	94.05
14018	Q13206_PF13959_450_510	fpocket4	0.479	3.7967	17	93.92
14019	Q13206_PF13959_450_510	fpocket6	0.32	2.6413	15	86.44
14020	Q13207_PF00907_107_287	fpocket1	0.581	12.5595	12	90.15
14021	Q13207_PF00907_107_287	fpocket5	0.02	10.4521	11	88.38
14022	Q13214_PF00047_577_657	fpocket1	0.244	8.2295	20	91.63
14023	Q13214_PF00047_577_657	fpocket6	0.01	3.7353	13	88.8
14024	Q13217_PF00226_394_459	fpocket1	0.759	1.8029	12	80.15
14025	Q13217_PF00226_394_459	fpocket4	0.076	4.2329	13	82.64
14026	Q13219_PF00084_1283_1342	fpocket1	0.343	5.9544	10	75.71
14027	Q13219_PF00084_1283_1342	fpocket2	0.0	3.027	12	78.97
14028	Q13219_PF00084_1346_1412	fpocket3	0.207	3.3337	13	83.03
14029	Q13219_PF13385_100_269	fpocket5	0.006	5.2943	11	88.78
14030	Q13224_PF10613_404_542	fpocket10	0.02	29.3629	20	89.97
14031	Q13224_PF10613_404_542	fpocket7	0.0	3.6076	13	81.74
14032	Q13231_PF00704_23_363	fpocket18	0.224	58.762	19	90.82
14033	Q13231_PF00704_23_363	fpocket6	0.132	7.6693	20	95.41
14034	Q13232_PF00334_22_156	fpocket1	0.118	2.2379	13	96.93
14035	Q13232_PF00334_22_156	fpocket5	0.855	15.8087	18	94.46
14036	Q13233_PF00069_1243_1508	fpocket18	0.153	26.4716	20	85.01
14037	Q13237_PF00027_186_269	fpocket3	0.0	1.4105	12	71.68
14038	Q13237_PF00027_304_393	fpocket4	0.0	2.2364	9	75.69
14039	Q13237_PF00069_453_711	fpocket1	0.628	8.1608	15	87.53
14040	Q13239_PF00017_84_160	fpocket1	0.179	4.0072	17	91.81
14041	Q13239_PF00017_84_160	fpocket6	0.085	4.7193	13	92.08
14042	Q13239_PF00018_29_74	fpocket1	0.457	10.5532	14	91.28
14043	Q13239_PF00018_29_74	fpocket3	0.003	2.5867	12	90.53
14044	Q13241_PF00059_78_176	fpocket1	0.115	4.5339	16	91.99
14045	Q13241_PF00059_78_176	fpocket5	0.0	2.7901	11	97.95
14046	Q13242_PF00076_113_176	fpocket1	0.021	4.5667	19	85.36
14047	Q13242_PF00076_113_176	fpocket6	0.0	2.4444	11	84.54
14048	Q13243_PF00076_110_175	fpocket4	0.025	2.0223	11	81.85
14049	Q13243_PF00076_6_68	fpocket1	0.0	1.8995	13	84.46
14050	Q13247_PF00076_112_177	fpocket2	0.002	1.8929	22	83.45
14051	Q13247_PF00076_4_66	fpocket3	0.0	2.0977	14	79.55
14052	Q13247_PF00076_4_66	fpocket4	0.325	2.2914	11	78.66
14053	Q13255_PF00003_586_834	fpocket14	0.008	10.2106	11	80.23
14054	Q13255_PF00003_586_834	fpocket18	0.524	20.0695	18	82.95
14055	Q13257_PF02301_16_196	fpocket1	0.012	6.3882	15	91.59
14056	Q13257_PF02301_16_196	fpocket11	0.015	9.7428	10	90.23
14057	Q13263_PF00628_627_672	fpocket1	0.372	2.3411	13	78.69
14058	Q13263_PF00643_148_195	fpocket2	0.195	4.9664	16	81.9
14059	Q13263_PF00643_204_245	fpocket1	0.398	2.6556	15	93.12
14060	Q13263_PF14634_64_122	fpocket1	0.246	0.7435	15	85.41
14061	Q13268_PF13561_43_277	fpocket1	0.295	25.1495	22	96.82
14062	Q13268_PF13561_43_277	fpocket2	0.005	17.6423	25	84.51
14063	Q13277_PF00804_34_226	fpocket14	0.002	4.3544	11	75.04
14064	Q13277_PF00804_34_226	fpocket24	0.006	3.655	12	88.96
14065	Q13283_PF00076_342_406	fpocket2	0.197	3.8484	14	73.45
14066	Q13283_PF00076_342_406	fpocket3	0.001	0.8389	10	70.25
14067	Q13283_PF02136_11_133	fpocket1	0.028	5.1969	14	90.43
14068	Q13283_PF02136_11_133	fpocket8	0.037	3.6874	16	87.92
14069	Q13285_PF00104_250_442	fpocket1	0.964	40.3428	20	80.12
14070	Q13285_PF00104_250_442	fpocket2	0.003	10.8984	20	88.54
14071	Q13285_PF00105_11_80	fpocket1	0.006	1.6135	12	79.77
14072	Q13285_PF00105_11_80	fpocket2	0.352	4.2392	14	90.27
14073	Q13287_PF07292_105_193	fpocket5	0.0	11.4692	12	91.26
14074	Q13287_PF07292_105_193	fpocket6	0.001	5.6106	15	86.25
14075	Q13287_PF07292_203_292	fpocket6	0.001	9.3075	15	91.83
14076	Q13287_PF07292_203_292	fpocket7	0.3	13.5753	16	90.99
14077	Q13296_PF01099_1_90	fpocket3	0.178	3.4731	12	97.48
14078	Q13303_PF00248_51_355	fpocket1	0.809	31.5818	27	95.65
14079	Q13303_PF00248_51_355	fpocket5	0.033	8.278	16	95.91
14080	Q13308_PF07679_328_408	fpocket1	0.013	2.1428	13	86.14
14081	Q13308_PF07679_328_408	fpocket2	0.044	2.1821	14	86.14
14082	Q13308_PF07679_412_498	fpocket1	0.001	2.5582	19	82.92
14083	Q13308_PF07679_412_498	fpocket4	0.201	3.5639	12	76.88
14084	Q13308_PF07679_592_681	fpocket7	0.002	4.4106	12	72.86
14085	Q13308_PF07679_592_681	fpocket8	0.074	4.3123	8	87.38
14086	Q13308_PF07714_796_1061	fpocket1	0.074	5.419	18	79.47
14087	Q13308_PF13927_127_204	fpocket1	0.712	5.0808	17	73.88
14088	Q13308_PF13927_226_304	fpocket1	0.228	6.2851	19	89.69
14089	Q13308_PF13927_226_304	fpocket7	0.0	3.6804	11	92.18
14090	Q13308_PF13927_32_105	fpocket1	0.092	4.726	20	87.94
14091	Q13308_PF13927_32_105	fpocket4	0.001	3.564	21	87.07
14092	Q13308_PF13927_503_574	fpocket1	0.357	5.2434	16	88.69
14093	Q13308_PF13927_503_574	fpocket3	0.001	2.6246	17	77.9
14094	Q13309_PF12937_97_143	fpocket1	0.001	2.2522	17	92.43
14095	Q13310_PF00076_101_168	fpocket1	0.198	1.1614	20	86.61
14096	Q13310_PF00076_101_168	fpocket2	0.001	3.1505	13	89.69
14097	Q13310_PF00076_13_83	fpocket1	0.338	0.8819	23	90.62
14098	Q13310_PF00076_13_83	fpocket2	0.095	1.3165	11	89.33
14099	Q13310_PF00076_193_261	fpocket1	0.285	2.6038	19	91.76
14100	Q13310_PF00076_193_261	fpocket2	0.0	1.426	12	93.02
14101	Q13310_PF00076_296_364	fpocket1	0.319	2.7074	24	92.1
14102	Q13310_PF00076_296_364	fpocket5	0.001	5.1544	8	93.64
14103	Q13322_PF00017_493_574	fpocket3	0.199	7.2786	18	95.33
14104	Q13322_PF00017_493_574	fpocket4	0.023	8.4478	13	93.34
14105	Q13322_PF00169_291_399	fpocket11	0.065	3.5802	12	91.59
14106	Q13322_PF00169_291_399	fpocket8	0.007	2.9595	15	91.59
14107	Q13322_PF00788_166_250	fpocket1	0.009	2.7977	14	94.35
14108	Q13322_PF00788_166_250	fpocket4	0.0	5.2065	15	85.02
14109	Q13322_PF08947_425_471	fpocket2	0.0	1.6136	15	75.9
14110	Q13323_PF12201_1_159	fpocket1	0.883	7.588	14	76.82
14111	Q13330_PF00249_285_331	fpocket1	0.0	2.1595	14	88.07
14112	Q13330_PF00320_393_430	fpocket1	0.377	0.9171	13	79.97
14113	Q13330_PF00320_393_430	fpocket2	0.0	1.6395	15	82.49
14114	Q13330_PF17226_464_541	fpocket3	0.837	4.4866	18	75.54
14115	Q13330_PF17226_464_541	fpocket4	0.005	4.6849	10	81.52
14116	Q13332_PF00041_333_414	fpocket1	0.2	3.1766	20	70.47
14117	Q13332_PF00041_428_513	fpocket1	0.001	3.5139	18	82.13
14118	Q13332_PF00041_428_513	fpocket2	0.106	2.3104	19	78.74
14119	Q13332_PF00041_526_606	fpocket2	0.011	1.8659	16	71.76
14120	Q13332_PF00041_620_708	fpocket2	0.107	7.7803	13	85.35
14121	Q13332_PF00041_620_708	fpocket3	0.008	2.9524	17	80.59
14122	Q13332_PF00041_722_821	fpocket2	0.461	5.9209	21	75.07
14123	Q13332_PF00041_722_821	fpocket5	0.002	4.7685	16	74.57
14124	Q13332_PF00041_835_917	fpocket1	0.014	0.7892	12	83.08
14125	Q13332_PF00041_930_1022	fpocket1	0.0	2.1958	18	76.62
14126	Q13332_PF00102_1416_1647	fpocket1	0.198	11.1336	18	82.37
14127	Q13332_PF00102_1416_1647	fpocket2	0.007	5.4938	20	87.89
14128	Q13332_PF00102_1705_1938	fpocket4	0.753	7.8231	22	77.69
14129	Q13332_PF00102_1705_1938	fpocket7	0.0	7.3422	21	90.74
14130	Q13332_PF07679_245_328	fpocket1	0.029	1.1837	9	72.65
14131	Q13332_PF07679_245_328	fpocket2	0.003	2.215	14	73.06
14132	Q13332_PF07679_33_124	fpocket1	0.383	1.4553	16	70.64
14133	Q13332_PF07679_33_124	fpocket3	0.0	2.233	12	78.33
14134	Q13332_PF13927_135_220	fpocket1	0.155	2.6056	18	74.31
14135	Q13342_PF00439_767_840	fpocket1	0.44	5.7291	16	82.53
14136	Q13342_PF03172_38_136	fpocket5	0.012	7.03	15	84.98
14137	Q13342_PF03172_38_136	fpocket6	0.002	4.7724	11	86.71
14138	Q13349_PF00092_150_327	fpocket1	0.156	8.5055	18	78.4
14139	Q13349_PF00092_150_327	fpocket8	0.0	4.5543	10	90.21
14140	Q13351_PF00096_309_333	fpocket1	0.002	0.8575	9	78.21
14141	Q13356_PF00160_281_433	fpocket1	0.005	3.263	19	87.93
14142	Q13356_PF00160_281_433	fpocket3	0.183	6.3589	21	91.92
14143	Q13360_PF00096_340_362	fpocket1	0.032	1.0788	12	89.48
14144	Q13360_PF00096_340_362	fpocket2	0.226	2.6392	11	86.53
14145	Q13360_PF00096_396_418	fpocket1	0.167	1.0355	11	86.82
14146	Q13360_PF00096_424_446	fpocket1	0.257	1.1798	13	90.0
14147	Q13360_PF13912_452_477	fpocket1	0.063	0.7589	8	84.27
14148	Q13363_PF00389_30_352	fpocket1	0.09	21.7148	28	95.17
14149	Q13363_PF00389_30_352	fpocket16	0.128	11.764	18	96.9
14150	Q13363_PF02826_133_317	fpocket12	0.0	5.7883	16	96.19
14151	Q13363_PF02826_133_317	fpocket2	0.227	18.1073	17	98.74
14152	Q13368_PF00595_137_215	fpocket1	0.772	11.8337	22	79.13
14153	Q13368_PF00595_137_215	fpocket4	0.0	2.4059	14	86.78
14154	Q13368_PF00625_384_572	fpocket11	0.001	4.79	17	85.92
14155	Q13368_PF00625_384_572	fpocket6	0.025	4.264	13	83.07
14156	Q13368_PF02828_11_63	fpocket2	0.353	4.9304	11	80.57
14157	Q13368_PF02828_69_120	fpocket1	0.782	8.0236	13	90.84
14158	Q13368_PF02828_69_120	fpocket2	0.004	0.7816	13	81.67
14159	Q13370_PF00233_736_1007	fpocket1	0.996	32.3532	22	93.8
14160	Q13387_PF00640_683_814	fpocket3	0.21	7.4032	16	88.51
14161	Q13387_PF14604_611_661	fpocket1	0.214	5.3545	13	88.02
14162	Q13387_PF14604_611_661	fpocket4	0.246	8.8905	10	91.2
14163	Q13393_PF00169_220_328	fpocket2	0.271	5.4017	15	90.78
14164	Q13393_PF00787_106_209	fpocket14	0.002	5.502	9	95.16
14165	Q13393_PF00787_106_209	fpocket7	0.055	8.993	13	88.89
14166	Q13393_PF13091_766_942	fpocket3	0.798	11.333	17	85.64
14167	Q13393_PF13091_766_942	fpocket6	0.004	9.7194	12	96.63
14168	Q13398_PF00096_425_447	fpocket1	0.17	3.4022	12	89.74
14169	Q13401_PF13589_108_167	fpocket1	0.0	0.6133	10	74.78
14170	Q13402_PF00373_2009_2115	fpocket2	0.564	5.2664	13	88.63
14171	Q13402_PF00373_2009_2115	fpocket4	0.008	6.2683	14	90.85
14172	Q13404_PF00179_16_144	fpocket1	0.118	2.0076	15	95.54
14173	Q13404_PF00179_16_144	fpocket2	0.023	2.3778	18	92.21
14174	Q13405_PF05046_82_166	fpocket1	0.615	3.0857	14	90.34
14175	Q13405_PF05046_82_166	fpocket2	0.002	2.5167	13	94.98
14176	Q13410_PF07686_33_142	fpocket2	0.525	2.5379	14	93.03
14177	Q13410_PF07686_33_142	fpocket5	0.001	1.8503	10	81.12
14178	Q13410_PF08205_146_229	fpocket1	0.202	3.5387	15	94.42
14179	Q13415_PF00004_530_675	fpocket1	0.001	5.1457	16	91.68
14180	Q13415_PF00004_530_675	fpocket2	0.401	4.9692	10	94.2
14181	Q13415_PF01426_45_169	fpocket8	0.0	6.9571	13	70.14
14182	Q13415_PF09079_778_857	fpocket1	0.422	14.2419	24	93.96
14183	Q13415_PF09079_778_857	fpocket2	0.008	9.6409	13	91.67
14184	Q13415_PF17872_669_738	fpocket1	0.19	7.9558	17	72.93
14185	Q13415_PF17872_669_738	fpocket3	0.003	7.2751	14	86.76
14186	Q13418_PF07714_193_446	fpocket13	0.039	14.0248	21	86.7
14187	Q13418_PF07714_193_446	fpocket20	0.077	19.0202	20	83.19
